"class","Alcohol","Malic_acid","Ash","Alcalinity_of_ash","Magnesium","Total_phenols","Flavanoids","Nonflavanoid_phenols","Proanthocyanins","Color_intensity","Hue","Od_Hod_of_diluted_wines","Proline"
1,13.741802,1.673721,2.301445,22.11153,99.283016,2.755314,2.814644,0.347699,1.594784,4.129711,1.00362,2.742673,1458.502239
2,12.335684,2.303336,2.534614,18.922914,83.465309,3.06279,3.796385,0.402001,1.546387,1.909839,1.31923,3.226417,402.135604
1,13.699072,1.136725,2.379109,16.062871,105.904144,2.861766,2.890766,0.275762,1.434981,3.36832,0.981309,3.060341,1020.594469
1,12.766475,1.796031,2.459623,15.554961,114.51177,2.640907,2.735456,0.24871,1.890658,4.658009,1.078902,2.237289,849.27927
1,13.691961,1.942581,1.939544,24.563973,103.017953,2.619418,2.738995,0.347536,1.334619,5.076816,1.037372,3.036109,1272.717398
1,13.575753,1.822057,2.831438,18.776396,104.915136,2.836628,2.855591,0.270592,1.510733,8.062613,1.112075,1.502031,1055.842105
2,11.934423,2.596517,2.273471,17.586752,78.786153,2.561152,2.648528,0.306943,1.049822,8.970462,0.971715,2.15305,401.165173
1,13.521136,1.848319,2.560369,19.199936,102.618294,2.570278,3.427456,0.359705,2.762455,6.715461,0.99134,2.824672,1216.077992
1,14.250499,1.59097,2.242196,25.936843,123.702109,3.508207,3.222483,0.28382,1.595115,4.648024,1.004379,3.67942,862.029124
2,12.600145,1.898183,2.99263,18.940696,81.626643,2.405532,2.125755,0.626774,1.22103,1.860651,1.27733,3.193801,436.469036
2,12.597923,1.113928,2.28825,21.140351,88.173272,2.615117,2.519591,0.469683,1.71854,2.421962,0.815727,3.06287,625.374376
1,13.648882,1.287939,2.317475,17.502938,97.86666,2.362798,2.754538,0.307031,1.830643,4.58772,1.058278,3.349455,765.264015
2,12.539387,1.294746,2.1467,17.85931,96.722697,1.6687,2.362392,0.154437,0.686555,3.617534,1.332784,1.885847,711.479363
3,14.337742,3.192179,1.913455,23.015424,92.479052,1.32304,1.382692,0.41036,0.853437,8.343394,0.844119,1.500358,478.644832
2,12.479367,2.123042,2.239844,16.703167,104.967667,2.788744,2.982145,0.192248,2.511413,2.208438,1.130076,1.551063,389.220895
2,12.473515,1.356084,2.377411,18.617026,83.222618,1.835029,1.563702,0.203978,3.168471,2.529258,1.118069,2.762304,682.702756
2,12.383067,4.459385,2.437232,17.805053,81.021806,2.661825,3.14498,0.41756,1.438043,2.383303,1.099312,3.083496,369.729146
2,12.512488,1.021439,2.252143,22.306415,90.099952,2.234917,1.536619,0.579188,0.61583,2.100605,1.170205,3.520066,409.757344
2,11.825723,1.561244,2.483499,25.000281,87.185501,2.453658,0.558745,0.411064,1.426368,2.506449,1.19856,2.745342,289.718134
3,13.495413,4.384968,2.213953,18.378112,92.393634,1.709918,0.687721,0.268193,1.235128,5.06487,0.778761,1.876745,479.100476
2,11.323367,0.955156,2.132007,19.442357,81.826851,1.80143,2.844179,0.461469,1.289569,2.322175,0.882676,2.882208,488.6702
2,13.630584,1.683823,2.385109,14.323224,106.127482,1.819693,0.61356,0.454881,1.196522,5.681535,1.009431,3.422332,967.707629
2,12.507913,1.734304,2.778545,23.729515,113.780417,1.763555,1.280917,0.632896,1.67502,1.917831,0.702448,2.851595,443.751654
1,13.468233,1.922947,2.336369,21.764138,90.541314,3.009059,2.657049,0.277832,1.509166,5.772165,1.0765,3.223461,913.269789
2,11.825648,1.499074,1.858228,19.418413,86.896892,2.716551,0.808343,0.278515,1.075746,3.108637,0.784927,3.35805,538.482434
2,12.258395,1.840455,2.808116,19.398502,81.584705,1.674607,1.418523,0.414209,1.550281,4.838725,1.265454,3.057851,496.628755
2,11.965816,3.314687,2.367509,22.008178,106.188113,1.897344,1.687967,0.530256,1.718311,4.83813,0.866145,3.152424,548.326492
1,13.343182,1.948698,2.556877,19.381036,104.976416,2.119729,1.76539,0.416127,1.485754,5.35696,1.070648,2.903963,1188.230458
3,13.667717,3.301736,2.822239,27.166961,99.135553,1.966736,0.510575,0.445333,0.783711,9.668705,0.59749,1.673718,654.157991
2,12.679255,3.988077,2.404626,17.727084,84.433439,2.310204,2.413008,0.479014,1.029788,2.415486,1.001897,2.585989,493.823658
2,12.291664,1.237418,2.260055,21.469654,98.626931,2.3643,2.046035,0.395672,1.256023,2.462928,0.88463,2.018929,321.356383
3,13.72252,1.057734,2.045233,25.18458,102.186569,1.374516,0.693643,0.412889,0.909894,6.664987,0.711384,1.389376,645.920394
2,12.461454,1.235083,2.048442,27.56487,96.853017,1.468351,2.82809,0.573751,2.392145,8.823753,1.066655,1.860724,1010.736452
2,12.645821,0.880971,1.939171,16.97839,99.257156,1.503368,0.539048,0.239375,1.37326,6.499862,0.71901,2.400255,654.683588
3,13.11256,2.705522,2.472415,15.817341,94.886007,2.107138,0.618016,0.52443,0.862195,7.992787,0.59425,1.643493,497.177127
3,13.873523,2.16796,2.580642,22.46039,91.538264,2.280905,2.748977,0.228069,1.181478,8.445135,0.807618,1.491989,545.360473
2,12.600435,1.197856,2.488557,20.430915,87.492008,1.775841,2.09475,0.278943,1.204713,4.460111,0.889214,3.777027,711.947136
2,11.723306,3.220173,2.901812,24.896485,85.784149,2.329014,2.439825,0.363315,1.200759,3.767286,0.577927,3.11526,692.621784
1,13.380447,4.286579,2.591126,18.38688,125.7739,3.151502,2.755722,0.56726,2.902834,6.091532,1.287358,2.767869,1241.101982
3,12.913306,3.315812,1.923752,17.624206,90.949732,3.248198,2.060084,0.436221,1.346833,3.55765,0.597611,1.43479,674.403054
2,13.642879,1.700086,2.663626,19.075422,93.643979,2.07919,2.297973,0.294026,1.26812,2.769026,0.868446,2.548735,361.819706
1,14.256309,4.5726,2.539006,14.186918,100.981397,3.169671,0.531828,0.438465,0.762453,4.837626,0.92927,2.11363,814.350099
3,13.082451,4.323995,2.385115,21.458818,104.362076,2.25257,2.008176,0.276301,1.39313,5.871841,0.714821,1.615637,478.629051
1,13.701293,2.190952,2.442189,20.524541,105.102399,3.068592,2.74977,0.276086,1.274381,5.398367,1.079137,3.430451,905.326442
2,11.961853,1.555549,2.435391,17.327622,97.560913,3.40329,3.095868,0.419313,0.892047,4.900651,1.051166,3.208584,674.301264
2,11.890429,1.289741,2.751761,16.866433,79.596542,2.709916,2.587645,0.248736,1.685748,2.026569,1.081143,3.124799,619.924072
2,14.14044,1.608162,2.231065,17.778556,89.599847,2.792055,3.821529,0.220415,2.02084,3.913357,0.93968,2.804532,446.970443
3,11.706936,2.3886,1.949199,17.103095,99.600636,2.315434,0.922838,0.433072,1.275036,5.505015,0.596941,1.404711,502.152731
2,11.844103,1.716072,2.51467,23.43287,87.64804,2.370462,2.370145,0.304105,0.876531,10.540449,1.197869,3.05805,690.170192
3,13.086928,1.689295,2.780908,13.749683,97.245036,1.314983,0.491183,0.407102,1.934914,8.440252,1.394764,1.455414,694.825946
1,11.231717,3.348538,2.648781,14.78256,98.127307,3.373967,3.212681,0.369119,2.167977,4.313238,0.811999,3.515437,820.802063
2,11.869731,1.191435,2.415186,18.635335,87.879651,2.644453,0.668315,0.574904,1.521906,4.913972,0.94578,3.133379,695.608347
1,13.684071,1.959198,2.360973,23.932094,97.307693,3.185408,3.813136,0.296078,2.377166,2.99771,1.03886,3.406674,839.304149
1,13.136051,1.865286,2.009476,13.654771,134.607797,2.803439,2.658129,0.287338,1.338588,5.70246,1.035104,2.69108,1557.32882
2,12.30694,1.178643,2.160251,17.078746,93.121234,3.330134,3.27665,0.29519,1.388959,3.073193,1.387704,2.562688,682.259851
1,13.018772,1.602906,2.219106,10.88825,96.838549,3.031509,3.324276,0.175837,1.802219,3.323919,0.573638,3.631985,973.762852
1,14.325454,1.921126,2.789041,15.289129,94.274415,2.916152,3.27198,0.601273,1.870067,4.405205,0.780345,3.630483,923.520763
2,14.192541,0.958111,2.366967,19.299287,87.891856,2.347877,2.644606,0.305311,1.28194,1.880601,1.174337,3.038243,664.55085
1,13.813002,1.849215,2.854263,19.363292,144.621393,2.693504,2.820337,0.254705,1.869129,4.519403,0.950767,3.13054,1287.309189
1,14.208817,1.784544,2.405779,14.298381,139.498157,3.174989,2.837696,0.244048,1.435923,5.995877,1.065016,3.234874,1469.660757
2,11.780645,1.526175,2.022011,13.363949,97.113365,1.425611,0.522317,0.420727,1.28373,3.360183,0.890042,2.734242,788.689261
1,14.04458,1.57869,2.802662,19.134485,95.852578,2.775039,2.746451,0.453462,1.803452,8.138601,1.147064,2.96194,991.219877
3,14.397382,2.891007,2.502559,19.62707,90.112992,1.948737,0.459277,0.414671,1.756132,8.832195,0.809432,1.791658,681.18274
3,12.773846,4.819687,2.242078,18.532769,105.694544,2.044015,0.397062,0.445562,1.433394,8.935665,0.599883,1.62591,696.499051
1,12.940578,3.803521,2.46534,16.4423,121.152045,2.781119,3.456929,0.329947,2.089068,5.643573,1.038306,3.111107,951.832496
1,13.355725,1.649331,2.344344,19.232174,124.083123,2.074529,3.205832,0.193119,1.22768,5.805997,1.055209,3.229636,875.092266
2,11.709048,1.394236,2.365019,22.161249,89.483184,1.906225,0.750939,0.403712,0.83322,2.899801,1.056022,1.623104,380.885223
3,12.73554,1.683461,2.242909,17.237672,109.652999,2.692829,1.342944,0.355802,1.661214,3.230041,0.553393,1.397398,686.399088
2,13.26235,1.62189,2.345227,26.085141,85.456754,1.189131,1.416966,0.593668,1.686958,1.765566,0.826485,2.698201,494.175206
3,13.026733,3.205213,2.62752,24.810536,91.866638,1.637548,0.662356,0.573805,1.261335,4.682864,0.827611,1.571953,538.836062
3,13.06247,2.751701,2.328708,23.07786,100.243287,1.509575,1.314592,0.308544,1.854012,4.28172,1.016412,1.452208,502.807247
1,14.399306,1.5912,2.483127,17.429124,98.307647,3.174827,2.872545,0.383962,1.647122,6.074457,0.939486,3.127735,1394.897786
2,13.637403,1.409941,2.200315,19.271886,126.88502,3.226872,2.858871,0.301052,1.715689,3.499122,1.123897,2.151459,897.371554
3,13.5931,1.677623,2.367089,22.432697,88.245132,1.589363,0.598759,0.613997,0.824279,5.433735,0.840308,1.548778,529.378712
2,12.654875,4.367599,2.241198,17.335864,97.810492,2.30939,2.139599,0.404154,2.102838,3.241356,1.170468,1.715865,316.663116
2,11.478722,0.916732,2.478291,24.164612,81.571236,2.302877,1.937139,0.442809,1.178838,2.454916,0.950636,2.916899,340.468412
2,12.389403,2.676502,2.535594,23.799595,86.645653,1.484808,1.170603,0.312823,1.388294,3.031159,0.886735,3.112038,515.362454
3,14.462995,1.196763,2.579786,21.458946,91.784972,1.903451,3.237691,0.594266,1.887163,7.634818,0.550687,1.431192,636.513142
1,12.964743,2.483741,2.304122,23.647666,98.503177,3.030586,3.610867,0.28181,1.87976,5.814353,0.894028,3.60885,943.450947
2,11.981702,1.514041,2.330347,23.725996,82.170757,1.660611,0.67051,0.184969,1.538097,2.730638,1.064193,2.366558,522.394402
2,12.407498,0.880049,2.314175,19.109859,86.709477,2.024355,2.867333,0.313209,1.95617,2.567205,0.950283,2.995041,703.527874
3,13.070219,5.472253,2.188041,12.626515,81.267053,2.624155,1.488573,0.504045,1.549363,5.663836,0.59007,2.39629,449.340945
3,12.497557,2.767772,2.594077,17.644017,129.076104,1.565527,0.555075,0.43198,1.006856,8.576309,0.641064,1.350364,695.150406
1,12.938298,4.012703,2.50622,17.690795,128.27419,2.571327,3.87418,0.659626,1.566038,4.670999,0.998948,3.572772,894.564461
2,14.508007,1.332781,2.175645,19.500107,81.2481,2.369893,2.260942,0.411919,1.357388,2.329775,0.954955,3.319941,389.904001
1,14.389438,1.855019,2.608748,23.702492,143.704865,2.878483,4.097983,0.197772,1.742196,6.563729,1.224696,2.671169,1251.846547
3,11.845337,4.741817,1.691674,19.946941,105.300799,1.14382,3.461895,0.259841,1.523981,3.471587,0.602188,2.001689,950.791631
3,14.113965,2.528886,2.231482,19.687564,105.329652,1.414791,0.530001,0.558419,1.520546,4.095434,0.782919,1.241552,495.548815
2,12.517528,1.751863,2.513638,21.088339,106.142386,1.838068,2.742641,0.31083,1.842257,3.447871,1.184723,3.195097,383.272214
2,11.933543,1.716028,2.359176,18.494379,90.176017,2.355101,1.900035,0.191047,0.730332,2.03174,1.08851,1.891357,403.79874
1,12.979144,1.73287,2.184238,15.874414,98.832088,2.835777,3.050175,0.261326,1.198236,3.399663,1.372508,2.688278,868.760521
1,13.953854,1.57184,2.222913,17.536898,89.212346,2.421156,2.057097,0.167772,1.848582,6.287823,0.952223,3.659341,903.035399
2,11.747972,1.655042,2.364578,22.199579,90.322358,2.952424,2.156413,0.374802,1.880903,2.626801,0.810871,2.479843,355.883739
2,11.801506,1.279774,1.781829,19.792639,85.469437,2.639252,2.036055,0.395638,1.671728,2.862719,0.738302,2.805066,468.860774
1,13.515322,1.689457,2.687931,21.261842,106.07981,2.393614,2.54204,0.353207,1.907354,6.246132,1.060375,2.798963,869.869746
2,11.821768,1.48878,2.254146,21.357427,83.847388,1.617266,0.998132,0.59373,1.570916,3.502761,1.387224,2.125884,551.819342
2,12.102144,1.077866,2.466226,26.119786,88.493534,2.047648,1.054965,0.324841,1.484754,4.032914,1.170785,1.776131,686.293003
3,11.665099,1.357212,2.307168,21.59872,91.196865,1.517034,0.879299,0.201341,1.219976,10.452658,0.617203,1.557105,657.134925
1,12.87618,2.814291,2.357474,14.933144,103.995986,2.849865,4.217274,0.185039,2.694589,4.84369,1.085309,3.164935,688.306172
3,13.322911,3.267788,2.25773,24.117274,93.83723,1.41237,0.956423,0.325474,0.86717,11.361494,0.927773,3.189391,551.688527
1,14.08112,2.174634,2.57399,12.881708,107.253357,3.158671,2.080549,0.263218,1.648432,5.153659,1.136208,3.06057,1382.032078
2,12.982169,1.556208,2.292876,14.031584,83.300084,3.784296,1.985145,0.543881,1.348194,6.740241,0.576016,3.317138,392.194334
1,13.198453,1.850756,1.799107,13.970727,101.302096,2.243286,2.679691,0.287211,1.472611,6.774988,0.952653,2.811633,963.252944
2,12.823315,1.326926,2.227307,18.129197,99.585819,1.636116,1.310224,0.418586,2.787874,2.345834,1.330413,2.664463,675.408317
3,13.672113,2.81786,2.2218,16.104036,91.240741,3.212588,2.087668,0.25221,1.851946,5.624919,0.631956,1.4591,685.701276
3,12.231039,3.080461,2.230163,19.409638,89.274631,1.516332,1.960854,0.30766,1.731635,8.631923,0.650574,1.537895,790.645458
3,12.407134,1.243048,1.831139,24.169232,88.50867,1.807692,0.573069,0.428378,1.372964,8.454077,0.621766,2.663662,726.255285
1,11.513007,1.770894,2.35251,15.130465,93.538696,2.831184,2.708675,0.358322,2.350232,2.592639,0.965838,2.457565,1318.269958
2,13.183778,1.588728,2.426454,25.469943,82.054867,2.391838,1.943957,0.39785,1.577169,1.907043,1.247154,3.442054,370.266094
1,13.093836,1.511016,2.845949,17.384636,113.106871,2.729623,3.464371,0.38864,2.937465,9.596589,0.802181,2.404921,1266.541351
3,13.606423,1.797613,2.230617,19.311563,88.332487,2.796635,2.119966,0.51478,1.909551,8.613647,0.856085,1.900021,498.09162
1,14.391264,1.758633,2.478596,15.786075,104.987523,3.180846,3.452696,0.266651,1.259641,4.713288,0.886811,2.99938,1372.318464
2,13.759081,2.490876,2.254268,21.220942,85.918092,2.212222,2.1952,0.287755,2.668268,3.330123,0.946399,2.276624,404.143017
1,13.461372,2.293923,2.217076,20.453703,104.784312,1.245864,0.604255,0.350809,2.096741,4.356422,0.748677,3.051922,1257.159212
1,13.764543,1.850417,2.362233,20.710026,105.855709,3.59094,2.601128,0.28379,1.764058,6.344126,1.11036,3.529577,907.494274
1,12.954795,2.727909,2.471287,15.338911,129.477291,2.807596,3.455129,0.234884,1.952995,5.968295,1.088249,2.861185,1145.018838
1,13.624132,1.061617,2.251183,17.100502,107.161418,2.792745,2.919644,0.296828,1.56416,3.842591,0.926435,3.515402,1054.199761
2,12.461787,3.798366,2.258541,21.024372,89.036209,2.338045,1.407781,0.495929,1.137577,4.664661,1.183586,3.115363,335.568321
2,12.131008,1.082761,1.857577,20.523667,109.395652,2.658803,2.361483,0.404613,1.262646,3.341821,1.115044,3.228706,442.693178
1,13.156525,1.622905,2.516919,17.933315,93.877576,2.731749,2.589542,0.367597,1.084443,6.024012,0.799629,3.670301,1412.109617
1,13.586901,1.882183,2.386433,16.206526,109.085875,2.966058,2.006651,0.282816,0.881755,6.190787,1.053912,2.132347,1303.620042
2,12.311806,0.830179,2.32038,20.798633,80.44229,2.380099,3.558872,0.415897,1.871931,1.997538,1.096892,3.03801,649.403066
1,13.350501,2.036888,1.716094,15.857307,101.145576,2.903554,3.143959,0.235152,1.895954,3.96488,0.609853,3.195293,893.52343
3,13.419127,1.280951,2.335992,17.937433,95.377609,1.282855,2.663617,0.281027,1.46392,7.981165,0.794974,1.53704,679.761403
3,12.785881,2.58967,2.273542,17.655441,96.302491,1.266598,1.58224,0.403317,2.039871,7.60685,0.645215,2.129737,836.993448
3,12.730857,4.223547,2.272718,18.670638,116.313246,1.457988,0.562582,0.261938,1.564444,9.754434,0.668118,2.294141,836.545052
3,14.525964,1.418768,2.722031,16.336608,91.146137,1.278433,3.004313,0.421537,1.762203,3.562961,0.894001,1.32691,692.936867
2,12.61381,4.365066,2.555627,20.380694,98.585823,3.496714,2.859633,0.33739,0.973576,5.808524,0.608608,3.206666,484.191489
1,13.644989,1.885717,2.242799,22.680171,100.46889,2.360787,2.496309,0.262782,1.584234,5.600362,0.971481,3.289581,1264.295165
3,13.523032,1.116545,3.127065,25.569069,86.046805,1.211426,0.626163,0.560294,1.224724,8.740966,0.799237,1.594078,721.375818
2,11.691779,1.124913,2.222169,17.605428,88.715253,1.543767,2.581109,0.231511,1.467583,3.002214,1.106897,3.253075,714.369715
2,11.872353,4.257317,2.33093,17.082029,109.08135,2.757034,3.167709,0.211368,1.803681,6.13139,1.026122,2.195405,555.900159
2,11.350811,2.352685,2.357014,19.433552,80.195349,1.755326,1.400854,0.516967,1.425179,2.160916,1.067761,2.006914,667.357614
3,13.215877,1.61156,2.4107,18.579029,102.238552,1.932522,3.486744,0.585139,0.808877,5.245813,1.030913,1.435411,847.401484
1,14.187633,1.718552,1.714433,15.479629,102.050054,3.26244,2.538693,0.294277,1.951394,6.394257,1.280669,3.160475,831.793637
3,11.637842,3.943273,2.708066,22.175501,103.665725,1.610422,0.807932,0.271227,1.475022,6.913478,0.647796,1.565943,953.714171
1,12.777627,1.394944,2.339039,19.732779,91.82172,2.785028,2.568809,0.321402,1.519835,3.128587,1.239068,2.925521,1074.07401
3,12.96465,4.437723,2.920467,21.378072,94.511913,1.673584,0.473128,0.609839,1.234386,6.457549,0.824639,2.935391,495.376192
3,12.4167,3.420677,2.476508,21.594582,110.324875,1.600283,0.545158,0.427164,0.794824,5.413304,0.620534,2.10062,738.247737
2,11.497448,1.728982,2.479475,20.044638,126.011391,2.422212,1.712959,0.230159,0.727989,3.012434,1.191187,3.044262,964.643163
1,13.833544,2.330725,2.671608,21.874723,102.429519,3.141012,3.894885,0.287932,1.873208,7.07314,1.089205,3.191507,883.028722
1,12.548293,1.964223,2.707502,24.397962,96.43723,2.455753,0.663373,0.306851,1.189509,4.954458,1.00375,1.980382,340.286472
3,14.479596,2.74039,2.252395,21.535648,94.960981,1.970709,0.39775,0.428691,1.003729,6.207568,0.632906,1.615201,476.543327
1,13.250557,1.603623,2.736248,19.089528,93.459362,2.562928,2.789319,0.260891,1.190935,4.795902,1.049283,3.065106,798.601096
1,13.894668,2.035007,2.392646,13.956844,126.999118,2.790455,2.66921,0.30548,1.152065,4.575248,0.955776,2.851195,1058.171887
3,13.034891,3.987503,2.335468,17.400092,87.272458,1.099207,0.605084,0.536206,0.92085,9.47619,0.645322,2.188499,648.532033
3,14.25981,1.558088,2.5479,15.517333,82.426078,1.253781,2.924716,0.233159,1.29452,3.704969,0.556856,1.581619,357.915567
3,13.45794,4.352318,2.677049,25.619272,92.34039,1.865701,0.859406,0.489524,0.963779,9.786273,0.68901,1.620538,651.485785
3,13.901094,4.425644,2.360428,13.843385,103.442382,1.810599,0.996663,0.27092,2.61588,8.852748,0.617955,1.467695,731.801787
3,13.425778,2.700799,2.805335,21.352354,100.112806,1.516731,1.208245,0.259984,0.457108,4.395799,1.247075,1.815667,589.335325
3,13.707793,4.390706,2.47086,18.773007,94.048155,1.602258,0.737526,0.597728,1.939423,9.76362,0.634884,2.124834,658.997557
2,12.405059,2.777813,2.20594,19.645767,95.54484,2.013058,1.490269,0.205844,2.123634,3.259084,0.938848,1.891435,612.613717
2,13.942476,1.303665,2.528126,21.120256,107.068243,1.914635,2.847384,0.36239,1.804627,3.518007,0.953517,2.683935,331.067484
3,12.770364,3.889625,2.432922,19.841446,89.257627,1.628633,0.541161,0.298965,2.565636,5.368418,0.60941,2.701511,890.929632
3,12.954587,2.513707,2.47596,21.926494,142.005642,1.525211,1.371057,0.278871,1.225632,8.370048,0.581391,1.326553,478.660611
3,13.641537,1.863347,2.559777,16.204863,105.392192,1.62231,1.035663,0.53722,2.114295,10.419225,0.556913,1.474536,979.847723
3,12.984626,2.422844,2.257663,21.255641,112.028566,1.831651,0.40242,0.417849,1.398047,8.215406,0.95713,1.637699,677.255435
3,13.071818,3.765006,2.560556,23.837385,79.896093,1.241093,1.589466,0.28392,1.299484,6.924567,0.81558,1.700113,688.2686
3,13.497497,2.832103,2.63469,24.373004,107.992009,1.943608,2.205524,0.610308,1.340348,11.907453,0.685467,1.679654,777.966164
2,11.882413,1.292626,2.870984,18.153525,99.784677,2.716872,2.07127,0.370244,1.805455,5.049933,1.243014,3.632992,407.862101
